code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600022,2022-08-31,2022-06-30,0.049572,0.033288,0.075015,1782588021.910000,0.020462,53550286221.830000,10946549616.00,10946549616.00
sh.600022,2022-10-29,2022-09-30,0.012304,0.012602,0.060021,965282458.810000,-0.124098,,10946549616.00,10946549616.00
sh.600022,2023-03-31,2022-12-31,0.025369,0.013857,0.055585,1417464795.090000,0.051889,102289420048.800000,10698849554.00,10698849554.00
sh.600022,2023-04-28,2023-03-31,-0.014261,-0.011645,0.029416,-288215465.610000,-0.032183,,10698849554.00,10698849554.00
sh.600022,2023-08-31,2023-06-30,-0.011578,-0.001277,0.036503,-59979662.060000,-0.074104,39543946871.810000,10698849554.00,10698849554.00
sh.600022,2023-10-28,2023-09-30,-0.015761,-0.000700,0.040276,-47858357.990000,-0.011844,,10698849554.00,10698849554.00
sh.600022,2024-03-30,2023-12-31,-0.018599,-0.000780,0.040048,-70611976.360000,-0.037350,77453326600.000000,10698849554.00,10698849554.00
sh.600022,2024-04-30,2024-03-31,-0.030634,-0.034548,0.001422,-788717033.530000,-0.068027,,10698849554.00,10698849554.00
sh.600022,2024-08-30,2024-06-30,-0.046993,-0.023752,0.018658,-1073946016.920000,-0.104502,45214504187.760000,10698849554.00,10698849554.00
sh.600022,2024-10-31,2024-09-30,-0.071257,-0.024520,0.016358,-1577435875.240000,-0.141253,,10698849554.00,10698849554.00
sh.600023,2014-03-31,2013-12-31,0.180097,0.142809,0.189211,7699703276.960000,0.632293,43312093208.590000,9105432605.00,608169661.00
sh.600023,2014-04-29,2014-03-31,0.032864,0.145483,0.183130,1344695938.920000,0.654727,,9105432605.00,608169661.00
sh.600023,2014-08-26,2014-06-30,0.082047,0.179172,0.205483,3461600843.470000,0.492293,17974846333.590000,11837062387.00,790630120.00
sh.600023,2014-10-30,2014-09-30,0.113775,0.163943,0.199051,4977362837.970000,0.434926,,11837062387.00,790630120.00
sh.600023,2015-04-09,2014-12-31,0.149832,0.160214,0.198502,7078081154.920000,0.503872,39175588635.360000,11837062387.00,790630120.00
sh.600023,2015-04-28,2015-03-31,0.028753,0.155683,0.219615,1500849043.230000,0.509217,,11837062387.00,790630120.00
sh.600023,2015-08-20,2015-06-30,0.080975,0.234634,0.260784,4587132171.670000,0.504861,18491721460.000000,13600689988.00,2554257721.00
sh.600023,2015-10-29,2015-09-30,0.115506,0.233193,0.264224,6689807250.950000,0.540017,,13600689988.00,2554257721.00
sh.600023,2016-04-09,2015-12-31,0.140809,0.211801,0.260781,8405927364.490000,0.512950,37452069466.960000,13600689988.00,2987599721.00
sh.600023,2016-04-28,2016-03-31,0.026237,0.207515,0.256336,1684361619.410000,0.527968,,13600689988.00,2987599721.00
sh.600023,2016-08-16,2016-06-30,0.074812,0.271384,0.298265,4842279954.380000,0.531720,17441705641.450000,13600689988.00,2987599721.00
sh.600023,2016-10-28,2016-09-30,0.102913,0.234500,0.260953,6727504634.990000,0.528739,,13600689988.00,2987599721.00
sh.600023,2017-04-08,2016-12-31,0.110225,0.183711,0.223441,7197168585.060000,0.461526,37892658797.890000,13600689988.00,13600689988.00
sh.600023,2017-04-26,2017-03-31,0.015888,0.094265,0.117730,1034276214.430000,0.421969,,13600689988.00,13600689988.00
sh.600023,2017-08-19,2017-06-30,0.040984,0.112871,0.117283,2554172709.550000,0.330577,,13600689988.00,13600689988.00
sh.600023,2017-10-28,2017-09-30,0.064047,0.110021,0.124806,4134990666.640000,0.309397,,13600689988.00,13600689988.00
sh.600023,2018-04-11,2017-12-31,0.072815,0.092685,0.117354,4744635806.330000,0.318694,43158163129.280000,13600689988.00,13600689988.00
sh.600023,2018-04-26,2018-03-31,0.009397,0.049339,0.063964,637101855.370000,0.288625,,13600689988.00,13600689988.00
sh.600023,2018-08-23,2018-06-30,0.039006,0.092264,0.097053,2562291016.810000,0.321142,23050097661.750000,13600689988.00,13600689988.00
sh.600023,2018-10-27,2018-09-30,0.061290,0.095579,0.104048,4113566745.780000,0.319684,,13600689988.00,13600689988.00
sh.600023,2019-04-16,2018-12-31,0.066174,0.076424,0.094867,4328176300.410000,0.296728,46645552544.320000,13600689988.00,13600689988.00
sh.600023,2019-04-27,2019-03-31,0.017133,0.089272,0.103360,1177622440.380000,0.333036,,13600689988.00,13600689988.00
sh.600023,2019-08-27,2019-06-30,0.040671,0.106164,0.119331,2749251857.590000,0.308398,21847364281.240000,13600689988.00,13600689988.00
sh.600023,2019-10-30,2019-09-30,0.058373,0.103185,0.124289,4091839416.760000,0.287375,,13600689988.00,13600689988.00
sh.600023,2020-04-28,2019-12-31,0.068494,0.090254,0.125059,4907175921.180000,0.315666,45245218225.870000,13600689988.00,13600689988.00
sh.600023,2020-04-28,2020-03-31,0.008725,0.057694,0.099393,501677609.550000,0.278334,,13600689988.00,13600689988.00
sh.600023,2020-08-26,2020-06-30,0.047317,0.145757,0.145321,3253019279.550000,0.353627,18511781925.770000,13600689988.00,13600689988.00
sh.600023,2020-10-30,2020-09-30,0.080013,0.155314,0.159754,5730601883.040000,0.431895,,13600689988.00,13600689988.00
sh.600023,2021-04-28,2020-12-31,0.092206,0.129119,0.145828,6673430964.020000,0.447499,43343526257.160000,13600689988.00,13600689988.00
sh.600023,2021-04-28,2021-03-31,0.015301,0.074384,0.086900,1075568497.840000,0.483819,,13600689988.00,13600689988.00
sh.600023,2021-08-28,2021-06-30,0.036546,0.081987,0.079959,2442379768.970000,0.407246,25655602985.540000,13600689988.00,13600689988.00
sh.600023,2021-10-29,2021-09-30,0.033508,0.034567,0.032245,1742558332.890000,0.230826,,13600689988.00,13600689988.00
sh.600023,2022-04-29,2021-12-31,-0.012979,-0.028147,-0.021126,-2000509745.740000,-0.062881,58824282876.840000,13600689988.00,13600689988.00
sh.600023,2022-04-29,2022-03-31,0.009773,0.028405,0.005690,520277830.090000,-0.094200,,13600689988.00,13600689988.00
sh.600023,2022-08-27,2022-06-30,0.006232,-0.003674,-0.020568,-131994452.740000,-0.216218,31832530408.790000,13600689988.00,13600689988.00
sh.600023,2022-10-29,2022-09-30,0.007183,-0.006874,-0.012078,-418522298.780000,-0.198293,,13408732749.00,13408732749.00
sh.600023,2023-04-28,2022-12-31,-0.029109,-0.044878,-0.039517,-3599001643.320000,-0.135915,71605610659.040000,13408732749.00,13408732749.00
sh.600023,2023-04-28,2023-03-31,0.016290,0.060131,0.043137,1061266302.680000,-0.107306,,13408732749.00,13408732749.00
sh.600023,2023-08-30,2023-06-30,0.044389,0.073644,0.064222,3073114543.980000,0.041822,39222886779.530000,13408732749.00,13408732749.00
sh.600023,2023-10-28,2023-09-30,0.092721,0.102943,0.103217,7155192963.760000,0.275001,,13408732749.00,13408732749.00
sh.600023,2024-04-30,2023-12-31,0.101326,0.082343,0.094126,7902927277.900000,0.486233,86639060021.990000,13408732749.00,13408732749.00
sh.600023,2024-04-30,2024-03-31,0.026502,0.096912,0.093350,1940532357.520000,0.546240,,13408732749.00,13408732749.00
sh.600023,2024-08-30,2024-06-30,0.057720,0.110644,0.110267,4443985587.010000,0.571871,37316745857.080000,13408732749.00,13408732749.00
sh.600023,2024-10-30,2024-09-30,0.096096,0.120210,0.124698,7969406678.240000,0.541252,,13408732749.00,13408732749.00
sh.600026,2010-04-22,2010-03-31,0.021207,0.167679,0.215071,455886598.810000,0.354394,,3404552270.00,2108552270.00
sh.600026,2010-08-18,2010-06-30,0.045133,0.173784,0.239788,972070513.390000,0.420003,5592024000.000000,3404552270.00,2108552270.00
sh.600026,2010-10-26,2010-09-30,0.066571,0.172568,0.232822,1463437880.250000,0.474721,,3404552270.00,2108552270.00
sh.600026,2011-03-17,2010-12-31,0.078071,0.150925,0.216765,1721963017.170000,0.504185,11398934000.000000,3404552270.00,2108552270.00
sh.600026,2011-04-27,2011-03-31,0.016802,0.131396,0.173556,392070915.850000,0.481756,,3404552270.00,2108552270.00
sh.600026,2011-08-17,2011-06-30,0.030335,0.112997,0.151973,701202012.360000,0.417724,6201422000.000000,3404552270.00,2108552270.00
sh.600026,2011-10-28,2011-09-30,0.035391,0.089871,0.136282,836267983.780000,0.315660,,3404552270.00,2108552270.00
sh.600026,2012-03-16,2011-12-31,0.045321,0.087772,0.133948,1078764378.050000,0.307622,12290583723.980000,3404552270.00,2108552270.00
sh.600026,2012-04-27,2012-03-31,-0.013662,-0.111485,-0.073990,-305327202.390000,0.101199,,3404552613.00,2108552613.00
sh.600026,2012-08-22,2012-06-30,-0.021303,-0.081314,-0.033416,-461155273.060000,-0.038909,5671301000.000000,3404552613.00,2108552613.00
sh.600026,2012-10-31,2012-09-30,-0.017448,-0.042847,-0.027214,-363589091.400000,-0.051135,,3404552613.00,2108552613.00
sh.600026,2013-03-20,2012-12-31,0.003128,0.012349,-0.009331,137769124.150000,0.021660,11117276000.000000,3404552613.00,2108552613.00
sh.600026,2013-04-27,2013-03-31,-0.020800,-0.184157,-0.037156,-484900200.150000,-0.026349,,3404552729.00,2108552613.00
sh.600026,2013-08-20,2013-06-30,-0.041228,-0.182022,-0.043609,-954765849.430000,-0.112325,5229474481.780000,3404552729.00,2108552729.00
sh.600026,2013-10-30,2013-09-30,-0.052216,-0.144106,-0.016412,-1177635520.890000,-0.211423,,3404553194.00,2108553194.00
sh.600026,2014-03-19,2013-12-31,-0.102734,-0.200293,0.012077,-2281741580.180000,-0.675096,11348599054.880000,3404555984.00,2108555984.00
sh.600026,2014-04-30,2014-03-31,0.002441,0.020476,0.123539,65395313.550000,-0.517626,,3404555984.00,2108555984.00
sh.600026,2014-08-30,2014-06-30,0.002008,0.012135,0.133965,76654406.550000,-0.383970,6293074637.000000,3404556216.00,2108556216.00
sh.600026,2014-10-30,2014-09-30,0.004018,0.015023,0.113233,142265787.500000,-0.298980,,3404556536.00,2108556536.00
sh.600026,2015-03-28,2014-12-31,0.014445,0.032705,0.110795,403379777.970000,0.089322,12279019000.000000,3481405286.00,2185405286.00
sh.600026,2015-04-29,2015-03-31,0.002763,0.026913,0.160456,78617446.710000,0.080600,,4032032861.00,2736032861.00
sh.600026,2015-08-29,2015-06-30,0.012748,0.056370,0.184057,329412860.170000,0.140749,5814015000.000000,4032032861.00,2736032861.00
sh.600026,2015-10-29,2015-09-30,0.029091,0.080320,0.194150,745350814.990000,0.227255,,4032032861.00,2736032861.00
sh.600026,2016-03-30,2015-12-31,0.016399,0.036195,0.184222,462449153.730000,0.096647,12222156842.940000,4032032861.00,2736032861.00
sh.600026,2016-04-29,2016-03-31,0.006019,0.051484,0.174777,156341773.770000,0.118655,,4032032861.00,2736032861.00
sh.600026,2016-08-30,2016-06-30,0.069243,0.215642,0.240939,1843011958.850000,0.340271,8182302000.000000,4032032861.00,2736032861.00
sh.600026,2016-10-29,2016-09-30,0.084052,0.209789,0.239671,2248049162.420000,0.318769,,4032032861.00,2736032861.00
sh.600026,2017-03-29,2016-12-31,0.072397,0.150330,0.250225,1955123698.380000,0.476810,12529102165.990000,4032032861.00,2736032861.00
sh.600026,2017-04-29,2017-03-31,0.020347,0.223255,0.313650,594913911.860000,0.480968,,4032032861.00,2736032861.00
sh.600026,2017-08-30,2017-06-30,0.031148,0.180318,0.310457,908050472.440000,0.236541,4918451745.970000,4032032861.00,2736032861.00
sh.600026,2017-10-31,2017-09-30,0.045495,0.185076,0.257977,1346524472.880000,0.235687,,4032032861.00,2736032861.00
sh.600026,2018-03-29,2017-12-31,0.063844,0.193153,0.227368,1885060632.550000,0.438077,9536359845.260000,4032032861.00,2736032861.00
sh.600026,2018-04-28,2018-03-31,-0.003061,-0.020313,0.099949,-48784263.240000,0.277364,,4032032861.00,2736032861.00
sh.600026,2018-08-30,2018-06-30,-0.007771,-0.024519,0.095954,-125450512.380000,0.173364,5051397049.660000,4032032861.00,2736032861.00
sh.600026,2018-10-31,2018-09-30,-0.009609,-0.012300,0.107291,-101993767.640000,0.062106,,4032032861.00,2736032861.00
sh.600026,2019-03-28,2018-12-31,0.003747,0.026360,0.156091,323858722.560000,0.026074,12123928914.760000,4032032861.00,2736032861.00
sh.600026,2019-04-30,2019-03-31,0.015238,0.130451,0.244355,501937793.320000,0.153693,,4032032861.00,2736032861.00
sh.600026,2019-08-30,2019-06-30,0.016672,0.085237,0.201281,608384275.250000,0.196284,7076884830.430000,4032032861.00,2736032861.00
sh.600026,2019-10-31,2019-09-30,0.020620,0.075529,0.196166,795374862.630000,0.237792,,4032032861.00,2736032861.00
sh.600026,2020-03-31,2019-12-31,0.015328,0.049665,0.189701,689355060.260000,0.107045,13744950677.540000,4032032861.00,2736032861.00
sh.600026,2020-04-30,2020-03-31,0.020290,0.165956,0.244964,675135224.440000,0.132782,,4762691885.00,2736032861.00
sh.600026,2020-08-28,2020-06-30,0.090963,0.312133,0.374929,3046967631.620000,0.602624,9688983981.660000,4762691885.00,2736032861.00
sh.600026,2020-10-30,2020-09-30,0.103617,0.265495,0.329234,3527390400.950000,0.666226,,4762691885.00,2736032861.00
sh.600026,2021-03-31,2020-12-31,0.075622,0.160060,0.290316,2622548565.140000,0.498147,16298161865.520000,4762691885.00,2736032861.00
sh.600026,2021-04-30,2021-03-31,0.009832,0.130981,0.121135,403032056.680000,0.438050,,4762691885.00,2864972688.00
sh.600026,2021-08-31,2021-06-30,0.015768,0.115369,0.149961,705524696.450000,0.001834,6105335000.000000,4762691885.00,2864972688.00
sh.600026,2021-10-30,2021-09-30,0.012899,0.072797,0.114064,676167699.610000,-0.106646,,4762691885.00,2864972688.00
sh.600026,2022-03-31,2021-12-31,-0.157418,-0.366742,0.073164,-4657130544.800000,-1.044663,12688132000.000000,4762691885.00,2864972688.00
sh.600026,2022-04-30,2022-03-31,0.000875,0.030541,0.058469,106213597.370000,-1.111353,,4762691885.00,2864972688.00
sh.600026,2022-08-31,2022-06-30,0.005475,0.043256,0.085852,324965835.640000,-1.123547,7511675000.000000,4770776395.00,2873057198.00
sh.600026,2022-10-29,2022-09-30,0.021699,0.071284,0.112432,883743302.270000,-1.001786,,4770776395.00,2873057198.00
sh.600026,2023-03-31,2022-12-31,0.048447,0.095660,0.185551,1784804404.970000,0.305470,18627930000.000000,4770776395.00,2873057198.00
sh.600026,2023-04-29,2023-03-31,0.034105,0.210842,0.304340,1187203307.220000,0.529925,,4770776395.00,3474776395.00
sh.600026,2023-08-31,2023-06-30,0.085188,0.259227,0.343886,3000651511.740000,0.860404,11546458000.000000,4770776395.00,3474776395.00
sh.600026,2023-10-27,2023-09-30,0.111810,0.242408,0.319907,4008126553.860000,0.949827,,4770776395.00,3474776395.00
sh.600026,2024-03-29,2023-12-31,0.101591,0.165669,0.299438,3659708356.400000,0.702314,22030218000.000000,4770776395.00,3474776395.00
sh.600026,2024-04-27,2024-03-31,0.035245,0.227623,0.315662,1328858742.120000,0.731615,,4770776395.00,3474776395.00
sh.600026,2024-08-30,2024-06-30,0.074536,0.237736,0.325298,2769810295.580000,0.660473,11629408000.000000,4770776395.00,3474776395.00
sh.600026,2024-10-31,2024-09-30,0.097063,0.212949,0.297910,3650736662.240000,0.639686,,4770776395.00,3474776395.00
sh.600027,2010-04-29,2010-03-31,0.004910,0.005147,0.084501,54606000.000000,0.154885,,6771084200.00,4590056200.00
sh.600027,2010-08-27,2010-06-30,0.002268,0.002246,0.089135,49123000.000000,0.096322,21798417000.000000,6771084200.00,4590056200.00
sh.600027,2010-10-27,2010-09-30,-0.022618,-0.011760,0.078983,-390683000.000000,-0.013299,,6771084200.00,4590056200.00
sh.600027,2011-03-31,2010-12-31,0.013150,0.002337,0.073220,106212000.000000,0.030696,45197500000.000000,6771084200.00,5190056200.00
sh.600027,2011-04-29,2011-03-31,-0.016754,-0.021435,0.063924,-294456000.000000,-0.019795,,6771084200.00,5190056200.00
sh.600027,2011-08-19,2011-06-30,0.007438,0.003553,0.080230,94154000.000000,0.043035,26397470000.000000,6771084200.00,5190056200.00
sh.600027,2011-10-26,2011-09-30,0.001805,0.001032,0.083718,41019000.000000,0.086403,,6771084200.00,5190056200.00
sh.600027,2012-03-29,2011-12-31,0.004945,0.002656,0.092234,144723000.000000,0.011696,54178060000.000000,6771084200.00,5190056200.00
sh.600027,2012-04-25,2012-03-31,0.012397,0.015953,0.129046,252464000.000000,0.080449,,6771084200.00,5190056200.00
sh.600027,2012-08-31,2012-06-30,0.015724,0.012894,0.132638,381133000.000000,0.034001,29437280000.000000,6771084200.00,5190056200.00
sh.600027,2012-10-31,2012-09-30,0.024075,0.015523,0.144847,671419000.000000,0.063195,,7371084200.00,5190056200.00
sh.600027,2013-03-28,2012-12-31,0.080082,0.032223,0.160054,1916972000.000000,0.192332,59079714000.000000,7371084200.00,5340056200.00
sh.600027,2013-04-27,2013-03-31,0.041256,0.064698,0.210156,1069348000.000000,0.275339,,7371084200.00,5340056200.00
sh.600027,2013-08-22,2013-06-30,0.085096,0.072055,0.217505,2276926000.000000,0.385606,31419777000.000000,7371084200.00,5340056200.00
sh.600027,2013-10-31,2013-09-30,0.142405,0.081694,0.228566,4027717000.000000,0.532525,,7371084200.00,5880056200.00
sh.600027,2014-03-22,2013-12-31,0.195853,0.084882,0.233886,5655259000.000000,0.561465,66049455000.000000,7371084200.00,5880056200.00
sh.600027,2014-04-30,2014-03-31,0.050956,0.089027,0.233652,1518042000.000000,0.614105,,7371084200.00,5880056200.00
sh.600027,2014-08-30,2014-06-30,0.114031,0.101471,0.246543,3428146000.000000,0.694897,33516736000.000000,7371084200.00,5880056200.00
sh.600027,2014-10-29,2014-09-30,0.160507,0.107387,0.253380,5447876000.000000,0.620735,,8807289800.00,5880056200.00
sh.600027,2015-03-31,2014-12-31,0.216124,0.109049,0.278828,7458680000.000000,0.670106,67781771000.000000,8807289800.00,5880056200.00
sh.600027,2015-04-29,2015-03-31,0.055212,0.135781,0.298619,2174800000.000000,0.737818,,8807289800.00,5880056200.00
sh.600027,2015-08-22,2015-06-30,0.108672,0.141960,0.312646,4341221000.000000,0.764033,30357031000.000000,8807289800.00,5880056200.00
sh.600027,2015-10-28,2015-09-30,0.167508,0.156273,0.323991,8039758000.000000,0.733470,,9862976653.00,5940056200.00
sh.600027,2016-03-25,2015-12-31,0.207877,0.147575,0.335166,10479999000.000000,0.780077,70383373000.000000,9862976653.00,5940056200.00
sh.600027,2016-04-27,2016-03-31,0.042098,0.144569,0.299334,2436614000.000000,0.756613,,9862976653.00,5940056200.00
sh.600027,2016-08-31,2016-06-30,0.062551,0.119662,0.273853,3536808000.000000,0.660744,29374186000.000000,9862976653.00,5940056200.00
sh.600027,2016-10-26,2016-09-30,0.087123,0.112154,0.261964,5145685000.000000,0.541796,,9862976653.00,6784605682.00
sh.600027,2017-03-29,2016-12-31,0.078704,0.073025,0.225938,4625840000.000000,0.339091,62837146000.000000,9862976653.00,6784605682.00
sh.600027,2017-04-29,2017-03-31,0.000278,0.004334,0.090527,82824000.000000,0.155882,,9862976653.00,6784605682.00
sh.600027,2017-08-31,2017-06-30,-0.005060,-0.004172,0.088070,-152890000.000000,0.050403,36423499000.000000,9862976653.00,6784605682.00
sh.600027,2017-10-28,2017-09-30,-0.005671,0.001451,0.105119,84300000.000000,-0.061987,,9862976653.00,6784605682.00
sh.600027,2018-03-27,2017-12-31,0.010195,0.009821,0.105434,775913000.000000,0.043610,78463912000.000000,9862976653.00,6784605682.00
sh.600027,2018-04-28,2018-03-31,0.016324,0.035381,0.120010,795074000.000000,0.112097,,9862976653.00,6784605682.00
sh.600027,2018-08-29,2018-06-30,0.023373,0.029138,0.123969,1210303000.000000,0.165109,41241534000.000000,9862976653.00,6784605682.00
sh.600027,2018-10-31,2018-09-30,0.033920,0.030950,0.126340,1990539000.000000,0.222373,,9862976653.00,6995743053.00
sh.600027,2019-03-28,2018-12-31,0.036153,0.025709,0.123524,2271772000.000000,0.171895,87419418000.000000,9862976653.00,6995743053.00
sh.600027,2019-04-26,2019-03-31,0.014765,0.047115,0.133554,1101542000.000000,0.180674,,9862976653.00,6995743053.00
sh.600027,2019-08-24,2019-06-30,0.030646,0.049440,0.135615,2160611000.000000,0.239339,43263433000.000000,9862976653.00,6995743053.00
sh.600027,2019-10-25,2019-09-30,0.045463,0.050318,0.135996,3394298000.000000,0.267401,,9862976653.00,6995743053.00
sh.600027,2020-03-26,2019-12-31,0.060012,0.047393,0.140644,4438544000.000000,0.345425,92471765000.000000,9862976653.00,6995743053.00
sh.600027,2020-04-29,2020-03-31,0.018407,0.072324,0.164969,1599560000.000000,0.387935,,9862976653.00,6995743053.00
sh.600027,2020-08-21,2020-06-30,0.037102,0.076618,0.167614,3182069000.000000,0.418741,40942846000.000000,9862976653.00,6995743053.00
sh.600027,2020-10-29,2020-09-30,0.056005,0.075628,0.161362,4826256000.000000,0.458931,,9862976653.00,8145743053.00
sh.600027,2021-03-31,2020-12-31,0.062567,0.063660,0.161647,5776735000.000000,0.423751,89382243000.000000,9862976653.00,8145743053.00
sh.600027,2021-04-30,2021-03-31,0.016500,0.058141,0.116078,1701393000.000000,0.424714,,9862976653.00,8145743053.00
sh.600027,2021-08-28,2021-06-30,0.046011,0.074051,0.093614,3960102000.000000,0.518126,,9862976653.00,8145743053.00
sh.600027,2021-10-27,2021-09-30,0.022940,0.022797,0.034128,1778227000.000000,0.201318,,9869858215.00,8145743053.00
sh.600027,2022-03-26,2021-12-31,-0.074155,-0.064682,-0.061621,-6754242000.000000,-0.503082,102726858000.000000,9869858215.00,8145743053.00
sh.600027,2022-04-29,2022-03-31,0.009931,0.017067,0.018307,491790000.000000,-0.566209,,9869858215.00,8145743053.00
sh.600027,2022-08-27,2022-06-30,0.026684,0.028637,0.015903,1418804000.000000,-0.678100,48945471000.000000,9869858215.00,8145743053.00
sh.600027,2022-10-29,2022-09-30,0.037565,0.026305,0.023358,2095227000.000000,-0.428875,,9869858215.00,8152624615.00
sh.600027,2023-03-30,2022-12-31,0.001645,-0.005960,0.004293,-638111000.000000,0.010113,105960339000.000000,9869858215.00,8152624615.00
sh.600027,2023-04-29,2023-03-31,0.018386,0.036892,0.042433,1179753000.000000,0.061834,,9893709553.00,8176475953.00
sh.600027,2023-08-31,2023-06-30,0.040232,0.045233,0.054124,2689097000.000000,0.100288,,10227561133.00,8510327533.00
sh.600027,2023-10-31,2023-09-30,0.067744,0.054231,0.069198,4920096000.000000,0.221097,,10227561133.00,8510327533.00
sh.600027,2024-03-28,2023-12-31,0.069964,0.041032,0.064266,4808007000.000000,0.442151,116376064000.000000,10227561133.00,8510327533.00
sh.600027,2024-04-27,2024-03-31,0.025966,0.073092,0.084009,2262328000.000000,0.513348,,10227561133.00,8510327533.00
sh.600027,2024-08-23,2024-06-30,0.045522,0.070963,0.086181,3773879000.000000,0.504854,52893953000.000000,10227561133.00,8510327533.00
sh.600027,2024-10-31,2024-09-30,0.073415,0.071176,0.090908,6036489000.000000,0.506484,,10227561133.00,8510327533.00
sh.600028,2010-04-29,2010-03-31,0.040956,0.037881,0.182173,16600000000.000000,0.758986,,86702527774.00,69922039774.00
sh.600028,2010-08-23,2010-06-30,0.090831,0.039840,0.180979,37311000000.000000,0.732724,936523000000.000000,86702527774.00,69922039774.00
sh.600028,2010-10-29,2010-09-30,0.143971,0.042441,0.186533,60590000000.000000,0.774280,,86702527774.00,69922039774.00
sh.600028,2011-03-28,2010-12-31,0.177157,0.040165,0.196558,76843000000.000000,0.815582,1913182000000.000000,86702527774.00,69922039774.00
sh.600028,2011-04-29,2011-03-31,0.047303,0.037810,0.172365,22264000000.000000,0.862097,,86702527774.00,69922039774.00
sh.600028,2011-08-29,2011-06-30,0.091869,0.035039,0.164925,43212000000.000000,0.855523,1233272000000.000000,86702527774.00,69922039774.00
sh.600028,2011-10-28,2011-09-30,0.135090,0.034429,0.165738,64558000000.000000,0.856676,3697884000000.000000,86702552897.00,69922064897.00
sh.600028,2012-03-26,2011-12-31,0.160123,0.030676,0.164619,76864000000.000000,0.826931,2505683000000.000000,86702562436.00,69922074436.00
sh.600028,2012-04-27,2012-03-31,0.026630,0.021008,0.143837,14104000000.000000,0.737443,,86820234091.00,70039746091.00
sh.600028,2012-08-27,2012-06-30,0.049517,0.018505,0.145127,24946000000.000000,0.635278,1348072000000.000000,86820276984.00,70039788984.00
sh.600028,2012-10-29,2012-09-30,0.086781,0.021638,0.148192,43812000000.000000,0.618323,3983252000000.000000,86820285884.00,70039797884.00
sh.600028,2013-03-25,2012-12-31,0.128564,0.023837,0.148530,66411000000.000000,0.731350,2786045000000.000000,86820286886.00,70039798886.00
sh.600028,2013-04-26,2013-03-31,0.029797,0.024197,0.151697,16831000000.000000,0.741656,,89665582047.00,70039801175.00
sh.600028,2013-08-26,2013-06-30,0.055516,0.022260,0.142515,31504000000.000000,0.593796,1415244000000.000000,116565277972.00,91051836308.00
sh.600028,2013-10-30,2013-09-30,0.096449,0.025687,0.146027,54969000000.000000,0.627545,,116565280654.00,91051842054.00
sh.600028,2014-03-24,2013-12-31,0.123979,0.024781,0.146953,71377000000.000000,0.576321,2880311000000.000000,116565313787.00,91051875187.00
sh.600028,2014-04-29,2014-03-31,0.023325,0.022591,0.157121,14482000000.000000,0.555004,,116795461570.00,91282022970.00
sh.600028,2014-08-23,2014-06-30,0.054286,0.024108,0.153464,32694000000.000000,0.592420,1356172000000.000000,116795542640.00,91282104040.00
sh.600028,2014-10-31,2014-09-30,0.087906,0.025336,0.147434,53603000000.000000,0.571494,,116795601173.00,91282162573.00
sh.600028,2015-03-23,2014-12-31,0.081437,0.017308,0.140449,48910000000.000000,0.400996,2825914000000.000000,118280395640.00,92766957040.00
sh.600028,2015-04-30,2015-03-31,0.002662,0.004140,0.194379,1980000000.000000,0.294356,,121071209646.00,95557771046.00
sh.600028,2015-08-27,2015-06-30,0.038288,0.029357,0.212069,30542000000.000000,0.333911,1040362000000.000000,121071209646.00,95557771046.00
sh.600028,2015-10-30,2015-09-30,0.040706,0.022481,0.208077,34549000000.000000,0.182612,,121071209646.00,95557771046.00
sh.600028,2016-03-30,2015-12-31,0.050726,0.021470,0.211063,43346000000.000000,0.266017,2018883000000.000000,121071209646.00,95557771046.00
sh.600028,2016-04-29,2016-03-31,0.009085,0.021811,0.242879,9025000000.000000,0.303185,,121071209646.00,95557771046.00
sh.600028,2016-08-29,2016-06-30,0.028137,0.030005,0.243428,26381000000.000000,0.223018,879220000000.000000,121071209646.00,95557771046.00
sh.600028,2016-10-28,2016-09-30,0.042638,0.029378,0.235887,40070000000.000000,0.293051,,121071209646.00,95557771046.00
sh.600028,2017-03-27,2016-12-31,0.066901,0.030644,0.227222,59170000000.000000,0.383378,1930911000000.000000,121071209646.00,95557771046.00
sh.600028,2017-04-28,2017-03-31,0.023088,0.037244,0.199021,21683000000.000000,0.469633,,121071209646.00,95557771046.00
sh.600028,2017-08-28,2017-06-30,0.037862,0.030979,0.191480,36117000000.000000,0.448149,1165837000000.000000,121071209646.00,95557771046.00
sh.600028,2017-10-31,2017-09-30,0.053716,0.029702,0.194503,51829000000.000000,0.459424,,121071209646.00,95557771046.00
sh.600028,2018-03-26,2017-12-31,0.071024,0.029783,0.199049,70294000000.000000,0.422223,2360193000000.000000,121071209646.00,95557771046.00
sh.600028,2018-04-27,2018-03-31,0.025485,0.039472,0.193115,24522000000.000000,0.439873,,121071209646.00,95557771046.00
sh.600028,2018-08-27,2018-06-30,0.057441,0.040977,0.191911,53281000000.000000,0.542053,1300252000000.000000,121071209646.00,95557771046.00
sh.600028,2018-10-31,2018-09-30,0.082756,0.036556,0.181522,75779000000.000000,0.600688,,121071209646.00,95557771046.00
sh.600028,2019-03-25,2018-12-31,0.087284,0.027770,0.169539,80289000000.000000,0.521090,2891179000000.000000,121071209646.00,95557771046.00
